Date	VOW	CDAX	BMW	DAI
27-04-07	110.8344	671.58	45.42	59.6
26-04-07	111.6696	672.44	46	60.4
25-04-07	112.9123	668.55	45.15	59.29
24-04-07	111.6198	661.9	44.7	58.49
23-04-07	113.0714	667.98	44.75	59.28
20-04-07	113.7872	668.02	43.59	60
19-04-07	114.4533	659.4	43.4	59.4
18-04-07	114.5528	663.06	43.39	60.45
17-04-07	113.8866	668.81	43.82	61.14
16-04-07	111.8783	667.95	44.46	60.96
13-04-07	111.1426	657.4	44.94	60.8
12-04-07	110.2777	651.56	44.7	61.27
11-04-07	110.4467	653.01	44.76	61.99
10-04-07	109.7607	654.35	45.05	62.33
05-04-07	110.2975	648.06	44.9	60.19
04-04-07	110.9239	646.02	45.4	61.1
03-04-07	111.5502	643.57	44.31	62
02-04-07	111.1526	634.24	44.1	62.2
30-03-07	111.8485	632.05	44.17	61.4
29-03-07	112.962	630.28	43.68	61.2
28-03-07	109.8601	622.59	42.91	60.65
27-03-07	112.8427	626.87	43.55	61.92
26-03-07	113.2901	623.93	43.78	60.23
23-03-07	117.0184	630.15	43.87	62
22-03-07	110.1584	626.33	43.42	58.37
21-03-07	107.6728	613.93	42.9	57
20-03-07	105.0879	612.49	41.26	56.8
19-03-07	104.0539	609.3	41.04	56.37
16-03-07	103.6363	600.67	40.95	54.01
15-03-07	102.2544	600.61	41.2	54
14-03-07	100.7432	588.14	40.52	51.5
13-03-07	101.7275	604.19	41.8	52.55
12-03-07	103.2486	611.84	42.4	53.13
09-03-07	102.4532	611.52	42.25	52.83
08-03-07	99.4209	611.38	42.44	52.3
07-03-07	95.8418	601.95	42.5	52.35
06-03-07	93.5054	598.89	42.09	52
05-03-07	90.3736	592.76	41.74	50.46
02-03-07	92.6802	599.99	42.85	50.85
01-03-07	93.1673	602.76	43.01	50.92
28-02-07	94.7879	609.66	43.91	51.41
27-02-07	92.0836	618.34	43.69	51.78
26-02-07	94.3604	639.27	45.04	53.68
23-02-07	94.3902	636.36	44.81	53.8
22-02-07	94.2013	634.49	44.76	53.25
21-02-07	94.4499	631.8	45.2	53.94
20-02-07	94.3902	635.2	45.5	55.49
19-02-07	87.4307	635.07	46.38	56.08
16-02-07	87.1225	631.91	46.05	54.12
15-02-07	87.7986	632.48	45.96	53.42
14-02-07	87.7588	632.71	46.15	51.5
13-02-07	85.6014	626.36	45.74	49.24
12-02-07	84.637	622.75	44.9	49.18
09-02-07	85.0347	626.95	45.57	49.55
08-02-07	83.7323	623.57	44.64	48
07-02-07	84.0703	626.96	45.43	48.3
06-02-07	84.2294	623.51	46.55	48.48
05-02-07	84.5276	623.15	46.94	48.25
02-02-07	84.6072	623.65	47.24	48.52
01-02-07	85.1242	620.69	47.18	48.24
31-01-07	85.0148	614.9	46.8	47.66
30-01-07	86.1582	614.75	47.08	48.47
29-01-07	84.806	609.73	47.52	48.75
26-01-07	84.1101	606.34	46.55	48.3
25-01-07	83.9908	609.12	45.99	48.64
24-01-07	84.2592	611.6	46.65	49.76
23-01-07	84.1797	605.33	45.45	48.75
22-01-07	83.8814	606.09	45.32	48.51
19-01-07	84.5177	610.27	45.4	48.82
18-01-07	84.1996	605.31	45.39	47
17-01-07	83.8715	605.81	44.53	46.58
16-01-07	83.8913	606.94	43.85	46.71
15-01-07	84.0902	608.14	44.05	47.04
12-01-07	82.5193	605.29	43.7	46.79
11-01-07	82.3603	603.71	43.5	47.04
10-01-07	82.1217	593.39	42.95	46.3
09-01-07	83.4141	597.65	43	46.97
08-01-07	84.8458	596.66	43.05	46.84
05-01-07	85.7903	595.4	43.59	47.13
04-01-07	83.6826	601.92	43.64	47.15
03-01-07	84.985	603.79	44.05	47.5
02-01-07	84.4083	602.61	43.8	47.6
29-12-06	85.3926	595.11	43.51	46.8
28-12-06	85.1043	595.87	43.7	46.95
27-12-06	84.6867	595.45	43.49	46.91
22-12-06	83.5136	586.52	42.58	46.1
21-12-06	85.0546	592.13	43.18	46.52
20-12-06	84.8756	593.01	43.66	46.82
19-12-06	84.3089	589.7	43.09	46.28
18-12-06	84.1697	594.13	43.26	46.2
15-12-06	82.8673	593.17	43.22	46.2
14-12-06	83.5136	589.73	43.4	45.92
13-12-06	83.6627	586.8	42.95	45.58
12-12-06	82.1117	582.49	42.52	45.25
11-12-06	82.8176	581.89	42.54	45.15
08-12-06	81.4257	577.81	41.78	44.46
07-12-06	82.1217	576.67	42.02	44.36
06-12-06	81.2766	572.85	41.8	44.26
05-12-06	81.4058	572.59	42.02	44.35
04-12-06	81.2269	566.49	41.2	43.95
01-12-06	80.8789	562.13	41.2	43.41
30-11-06	81.7737	567.14	41.66	43.84
29-11-06	85.0049	571.67	42.12	44.4
28-11-06	81.5251	563.38	41.72	43.96
27-11-06	79.5467	565.27	41.86	44.25
24-11-06	80.8491	575.21	42.81	45.54
23-11-06	82.4796	580.58	43.99	46.39
22-11-06	82.4796	580.76	44.04	46.87
21-11-06	80.6999	578.98	44.15	46.84
20-11-06	80.2426	577.97	44.55	47.26
17-11-06	80.2824	575.27	44.38	47.15
16-11-06	85.0049	578.41	45.15	48.41
15-11-06	83.7621	577.03	44.93	47.5
14-11-06	79.5367	573.48	44.05	46.51
13-11-06	79.5367	574.1	44.2	46.39
10-11-06	79.5367	570.83	43.85	45.97
09-11-06	80.1332	570.8	43.88	46.07
08-11-06	79.5367	570.21	43.58	46.37
07-11-06	80.7795	571.32	44.58	45.94
06-11-06	79.9841	568.53	44.65	46.4
03-11-06	78.5922	560.88	44.31	45.64
02-11-06	77.9062	559.33	44.55	44.95
01-11-06	77.2003	564.78	45.2	45.69
31-10-06	76.8524	562.87	45	44.7
30-10-06	76.9518	561.54	44.64	43.35
27-10-06	78.2442	562.61	45.2	43.27
26-10-06	76.7529	564.69	45.1	43.35
25-10-06	76.2956	563.39	45.26	43.23
24-10-06	74.3469	561.71	44.61	41.49
23-10-06	73.82	561.13	44.58	41.67
20-10-06	73.0744	557.82	44.81	41.41
19-10-06	73.5218	555.39	45	41.5
18-10-06	70.9368	555.36	44.01	41.08
17-10-06	69.5648	549.51	43.28	40.51
16-10-06	69.8929	556.01	43.89	40.7
13-10-06	69.8531	554.97	43.13	40.75
12-10-06	69.8332	554.15	42.1	40.49
11-10-06	69.6245	550.73	42.02	39.71
10-10-06	69.8829	550.45	42.29	39.83
09-10-06	68.9086	547.3	41.97	39.88
06-10-06	69.187	547.07	42.4	39.82
05-10-06	69.2467	546.75	42.16	39.76
04-10-06	68.4513	544.05	42	39.65
03-10-06	67.5863	539.3	41.87	39.19
02-10-06	66.5623	540.27	41.57	39.36
29-09-06	66.791	540.58	42.24	39.41
28-09-06	67.1588	538.8	41.74	39.52
27-09-06	67.2085	538.39	41.74	39.8
26-09-06	66.264	535.76	41.39	39.5
25-09-06	65.6377	530.45	40.86	39.29
22-09-06	64.8721	528.62	40.47	39.14
21-09-06	66.264	535.15	41.23	39.48
20-09-06	65.419	534.79	40.5	39.37
19-09-06	64.544	528.09	39.77	38.82
18-09-06	64.6236	532.38	39.81	38.85
15-09-06	64.6335	533.02	39.91	39.18
14-09-06	64.4546	530.72	40.45	41.49
13-09-06	63.9078	530.38	40.2	41.45
12-09-06	62.6849	527.19	39.61	40.64
11-09-06	60.9947	520.76	38.93	39.99
08-09-06	61.7901	521.05	39.02	40.14
07-09-06	61.6907	519.16	38.97	40.19
06-09-06	62.9831	523.05	39.62	40.59
05-09-06	63.3013	528.74	40.42	41.3
04-09-06	62.9831	530.95	40.5	41.33
01-09-06	62.9434	527.94	40.48	41.23
31-08-06	61.9889	526.07	40.44	41.2
30-08-06	62.5357	526.6	40.45	40.94
29-08-06	62.1381	524.54	40.39	40.95
28-08-06	61.7901	525.04	40.33	40.95
25-08-06	62.0685	521.75	40.41	40.78
24-08-06	62.4562	521.86	40.45	40.95
23-08-06	61.7404	519.17	40.16	40.92
22-08-06	62.0088	522.67	40.23	41.16
21-08-06	63.0726	520.94	39.79	41.06
18-08-06	63.4604	523.17	40.15	41.41
17-08-06	63.1323	524.21	39.97	41.33
16-08-06	62.0685	522.11	39.59	40.82
15-08-06	61.7404	518.39	39.15	40.75
14-08-06	61.81	511.51	39.15	40.41
11-08-06	61.0941	506.22	38.99	39.9
10-08-06	61.0146	506.04	38.91	39.87
09-08-06	60.8555	512	39.26	40.12
08-08-06	58.9566	508.35	38.75	39.42
07-08-06	58.0121	506.23	38.72	39.19
04-08-06	58.8572	514.32	39.5	39.75
03-08-06	58.2109	507.3	39.44	39.4
02-08-06	58.5092	510.84	39.92	39.72
01-08-06	57.6939	503.7	39.77	39.62
31-07-06	58.4098	509.95	40.41	40.41
28-07-06	58.6285	511.27	40.29	40.46
27-07-06	59.1057	507.65	39.8	39.56
26-07-06	54.3236	500.85	38.68	38.86
25-07-06	54.7014	499.48	38.87	38.75
24-07-06	54.0054	499.71	38.56	38.56
21-07-06	51.9275	489.11	37.68	37.66
20-07-06	52.9019	497.56	38.47	38.16
19-07-06	53.0013	496.55	38.41	38.36
18-07-06	51.2614	484.13	37.7	37.07
17-07-06	51.9971	485.83	38.05	37.57
14-07-06	52.4346	487.46	38.25	37.55
13-07-06	52.9019	496.92	38.9	38.1
12-07-06	53.3592	506.74	39.09	38.61
11-07-06	52.9217	504.9	38.59	38.03
10-07-06	53.7966	512.22	39.02	38.74
07-07-06	53.9458	510.3	38.77	38.45
06-07-06	54.1049	511.89	39.12	38.52
05-07-06	53.6177	506.05	38.5	37.98
04-07-06	54.8207	515.29	39.14	38.5
03-07-06	54.8803	513.65	38.96	38.77
30-06-06	54.5125	510.4	39.06	38.63
29-06-06	53.3095	501.23	38.44	38
28-06-06	52.1164	490.39	37.6	37.01
27-06-06	51.9375	491.18	37.49	37.32
26-06-06	52.9118	495.93	37.93	37.73
23-06-06	53.2598	497.05	38.13	37.83
22-06-06	52.6135	497.25	38.17	38.02
21-06-06	52.2755	494.4	38.13	37.91
20-06-06	53.3691	493.61	38.48	37.99
19-06-06	53.1802	489.04	38.24	37.4
16-06-06	52.4445	483.23	37.9	37.25
15-06-06	53.051	487.3	37.75	37.54
14-06-06	50.4561	475.5	36.56	37.06
13-06-06	51.5199	474.64	36.96	37.15
12-06-06	51.4304	485.02	38.04	37.88
09-06-06	52.1264	491.31	38.34	38.15
08-06-06	51.1322	484.03	37.5	37.5
07-06-06	51.5696	499.04	37.75	38.37
06-06-06	51.7386	496.39	37.88	38.33
05-06-06	53.2995	507.99	39.06	40.01
02-06-06	54.4926	513.55	39.45	40.64
01-06-06	54.7809	514.09	39.71	40.79
31-05-06	54.9897	512.65	40.14	41
30-05-06	54.5025	506.83	40.03	40.38
29-05-06	55.7155	518.62	40.98	41.3
26-05-06	55.5266	520.68	41.36	41.52
25-05-06	55.5266	512.17	39.64	41.24
24-05-06	54.5622	502.23	39.06	40.44
23-05-06	55.0792	509.95	39.63	40.7
22-05-06	53.1902	497.71	39.17	39.63
19-05-06	53.6475	511.51	39.93	40.48
18-05-06	53.6674	510.94	39.86	40.75
17-05-06	54.0949	512.08	39	39.88
16-05-06	55.8447	529	40.99	41.62
15-05-06	56.3319	529.96	40.85	41.27
12-05-06	58.0519	536.98	41.07	42
11-05-06	60.1198	549.71	42.68	43.8
10-05-06	60.8456	554.9	43.36	44.4
09-05-06	60.9748	556.74	43.08	43.88
08-05-06	58.3601	555.37	42.4	43.56
05-05-06	58.1612	553.42	42.81	43.39
04-05-06	58.4098	546.5	42.64	43.28
03-05-06	59.9508	540.93	42.26	42.58
02-05-06	60.8158	546.96	43.41	43.1
28-04-06	60.8555	543.12	43.11	43.46
27-04-06	64.3253	547.71	44.18	44.83
26-04-06	64.6733	551.28	44.9	46.67
25-04-06	64.3452	549.02	44.29	45.8
24-04-06	63.3212	548.7	44.5	45.5
21-04-06	63.6791	550.13	45.01	46.41
20-04-06	63.4802	547.12	45.4	46.35
19-04-06	61.81	541.32	44.55	45.94
18-04-06	61.1836	533.33	44.2	45.64
13-04-06	62.1778	534.36	44.48	45.96
12-04-06	62.3468	532.57	44.46	47.44
11-04-06	61.8398	533.83	44.65	47.32
10-04-06	63.3311	541.41	44.56	48.16
07-04-06	62.6451	537.62	44.06	46.89
06-04-06	63.6493	543.91	45.29	47.95
05-04-06	64.1364	543.6	45.8	48.92
04-04-06	64.9219	542.09	45.69	48.03
03-04-06	63.6194	542.97	46.08	48.12
31-03-06	61.9492	538.49	45.45	47.4
30-03-06	62.0386	539.25	45.57	47.56
29-03-06	60.9152	533.5	44.88	47.2
28-03-06	60.6965	531.67	44.61	46.28
27-03-06	61.1936	533.76	44.85	46.24
24-03-06	61.7702	538.49	46.01	46.85
23-03-06	60.9251	536.19	45.45	46.59
22-03-06	60.8257	534.93	44.97	46.97
21-03-06	58.1911	533.17	42.73	46.06
20-03-06	58.6583	532.32	42.72	46.18
17-03-06	57.863	530.33	42.3	46.64
16-03-06	57.8133	531.12	42.72	47.79
15-03-06	57.9823	531.03	42.7	47.82
14-03-06	57.3261	528.36	41.87	47.62
13-03-06	55.8149	527	40.71	47.39
10-03-06	55.6558	522.42	40.56	47.23
09-03-06	55.3774	516.34	40.32	46.5
08-03-06	54.9698	511.12	39.16	45.29
07-03-06	56.3219	517.39	39.24	45.93
06-03-06	56.6699	519.32	39.37	45.92
03-03-06	55.2283	516.39	39.28	45.09
02-03-06	55.0991	520.96	39.64	46.27
01-03-06	57.2068	527.81	40.49	47.43
28-02-06	58.3203	522.2	40.34	46.5
27-02-06	59.2549	532.01	40.01	47.84
24-02-06	58.6583	527.89	39.76	47.17
23-02-06	58.5887	526.27	39.54	46.96
22-02-06	58.6882	526.49	39.6	47.53
21-02-06	57.9127	521.43	39.28	47.27
20-02-06	58.5987	520.76	39.63	48
17-02-06	58.8572	520.42	39.6	48.34
16-02-06	57.3857	519.53	39.59	48.33
15-02-06	56.829	517.19	39.58	50.09
14-02-06	57.5548	516.9	40.05	49.9
13-02-06	57.9326	516.41	40.63	50
10-02-06	55.0792	511.84	39.59	48.04
09-02-06	50.3269	514.29	39.15	47.87
08-02-06	49.3923	507.69	38.74	47.17
07-02-06	49.9093	508.53	38.97	47.7
06-02-06	49.3724	508.07	38.65	47.93
03-02-06	48.7858	507.07	38.25	47.5
02-02-06	49.0642	506.56	37.9	47.3
01-02-06	49.7602	512.58	37.5	48.07
31-01-06	48.5174	507.28	37.23	47.26
30-01-06	48.9648	506.58	36.98	47.32
27-01-06	48.756	505.47	36.92	46.9
26-01-06	48.6168	497.12	36.92	46.82
25-01-06	46.5389	486.92	36.79	45.32
24-01-06	45.8132	478.7	35.95	44.28
23-01-06	45.2962	479.35	35.88	42.66
20-01-06	45.4652	479.72	35.89	42.84
19-01-06	46.2904	486.07	36.11	43.73
18-01-06	45.833	482.52	36.17	43.27
17-01-06	46.3997	487.7	36.58	44.26
16-01-06	46.7378	491.86	37	45.1
13-01-06	47.4039	488.95	37.15	45.1
12-01-06	47.3741	493.43	37.19	45.73
11-01-06	47.3045	492.23	37.4	45.7
10-01-06	45.8231	488.64	37.56	45.25
09-01-06	45.5547	492	37.68	45.03
06-01-06	45.0874	491.66	37.78	44.08
05-01-06	44.9482	489.75	37.31	44.1
04-01-06	45.4354	490.39	37.45	44.15
03-01-06	45.833	485.04	37.21	43.95
02-01-06	44.8388	483.47	37.4	43.86
30-12-05	44.3517	479.59	37.05	43.14
29-12-05	44.7692	483.32	37.41	43.6
28-12-05	44.7195	482.22	37.12	43.37
27-12-05	44.64	482.17	36.9	42.8
23-12-05	43.944	479.95	36.88	42.8
22-12-05	43.944	478.2	36.86	42.75
21-12-05	44.302	477.98	36.76	42.5
20-12-05	44.64	475.18	37.02	42.6
19-12-05	45.0078	474.28	36.92	42.82
16-12-05	44.7493	474.27	37	42.55
15-12-05	45.3757	469.79	36.9	42.27
14-12-05	45.6839	469	37.28	42.1
13-12-05	45.9822	470.81	37.46	42.74
12-12-05	46.1611	470.2	37.62	42.71
09-12-05	46.5091	468.87	37.62	43.18
08-12-05	46.3202	469.07	37.42	43.08
07-12-05	46.3103	467.59	37.43	42.99
06-12-05	46.2506	470.37	37.94	43.37
05-12-05	46.1512	467.92	37.82	42.95
02-12-05	46.2605	470.94	37.79	43.47
01-12-05	45.4155	467.36	37.47	43.47
30-11-05	44.292	461.35	37.32	42.94
29-11-05	44.1429	461.71	37.22	42.88
28-11-05	43.7452	459.9	37.21	42.68
25-11-05	43.6458	461.42	37.24	42.79
24-11-05	43.7452	460.79	37.2	42.81
23-11-05	43.944	461.35	37.31	43.2
22-11-05	44.1628	459.91	37.46	42.86
21-11-05	44.3815	459.58	38.04	44.08
18-11-05	43.9142	455.96	37.65	43.25
17-11-05	44.0633	453.89	37.31	43.03
16-11-05	44.1926	452.22	37.1	42.82
15-11-05	44.5704	454.68	37.1	42.94
14-11-05	44.988	453.44	36.98	42.74
11-11-05	45.3658	452.97	36.85	42.65
10-11-05	44.5107	446.73	35.96	41.96
09-11-05	45.7535	446.54	36.35	42.42
08-11-05	46.6781	446.7	36.68	42.53
07-11-05	46.181	447.69	36.09	42.31
04-11-05	45.0874	445.03	35.16	41.6
03-11-05	45.316	446.41	35.7	42.18
02-11-05	44.9681	441.48	36.35	41.74
01-11-05	44.988	438.71	36.24	41.15
31-10-05	45.1868	438.99	36.2	41.79
28-10-05	44.3218	429.82	36.52	40.57
27-10-05	44.9382	428.71	36.68	40.65
26-10-05	46.4693	436.83	37.1	41.51
25-10-05	45.5348	434.35	36.8	40.79
24-10-05	46.0617	436.64	37.13	40.84
21-10-05	45.3856	430.92	36.82	39.77
20-10-05	45.9325	433.66	36.85	40.32
19-10-05	46.2804	432.06	37.38	40.88
18-10-05	47.0559	441.34	37.9	42.12
17-10-05	46.9068	443.66	38.09	42.68
14-10-05	47.1553	443.19	38.26	42.01
13-10-05	47.2945	441.35	38.43	42.18
12-10-05	47.7717	445.2	38.34	42.24
11-10-05	48.418	449.73	38.4	42.61
10-10-05	48.4577	448.9	38.56	42.62
07-10-05	49.4917	447.59	38.74	43.3
06-10-05	49.8198	448.26	38.65	43.4
05-10-05	51.3012	453.33	39.5	44.45
04-10-05	53.6972	459.1	39.97	45.48
03-10-05	51.1123	454.39	39.25	45
30-09-05	50.9035	451.42	39.06	44.14
29-09-05	50.0385	449.15	38.87	44.5
28-09-05	51.4205	451.17	38.9	45.65
27-09-05	51.2018	444.71	38.39	43.93
26-09-05	51.2515	446.93	38.53	43.72
23-09-05	51.5597	438.18	37.51	42.01
22-09-05	49.8596	435.29	37.49	41.28
21-09-05	47.8215	437.52	37.46	41.3
20-09-05	46.9465	444.39	37.89	41.95
19-09-05	45.5348	441	36.95	41.11
16-09-05	45.5845	445.52	36.96	42
15-09-05	44.2622	439.19	36.6	41.08
14-09-05	44.3218	439.57	36.54	40.91
13-09-05	43.8744	438.82	36.46	40.8
12-09-05	44.9084	446.06	37.28	41.93
09-09-05	44.8189	447.05	37.42	41.85
08-09-05	44.6698	445.72	37.27	41.72
07-09-05	44.6996	445.35	37.51	41.76
06-09-05	43.7253	443.45	37.11	41.67
05-09-05	43.437	438.6	36.91	41.47
02-09-05	42.1843	432.94	36.31	40.49
01-09-05	42.5521	433.3	36.35	41.2
31-08-05	42.5024	431.78	36.42	41.7
30-08-05	42.0849	428.39	35.96	41.71
29-08-05	42.6615	429.83	36	42.16
26-08-05	42.6516	428.01	35.88	41.94
25-08-05	43.1089	433.34	36.57	42.35
24-08-05	43.6756	438.11	37	42.63
23-08-05	44.2522	438.28	37.14	42.14
22-08-05	44.5903	440.48	37.34	42.69
19-08-05	43.7452	439.1	37.2	42.17
18-08-05	42.9896	432.86	36.82	40.88
17-08-05	43.1984	434.53	36.54	40.85
16-08-05	43.606	435.89	36.21	41.3
15-08-05	44.0733	438.65	36.38	41.5
12-08-05	44.2025	439.96	36.74	41.52
11-08-05	44.1628	441.35	37	41.8
10-08-05	44.809	444.38	37.29	42.17
09-08-05	44.4809	437.84	37.6	41.5
08-08-05	44.0733	432.16	37.27	40.52
05-08-05	43.785	431.03	36.74	40.06
04-08-05	44.0932	434.96	37.13	40.34
03-08-05	44.0335	438.7	37.95	41.35
02-08-05	43.9739	439.23	39.62	41.52
01-08-05	43.775	435.85	38.97	40.43
29-07-05	44.5008	435.39	38.76	40.12
28-07-05	43.5364	435.77	38.75	39.49
27-07-05	42.7013	432.56	38.47	36.33
26-07-05	42.9399	431.39	38.63	35.81
25-07-05	42.8007	431.23	39.27	35.95
22-07-05	41.9556	430.72	38.93	35.75
21-07-05	42.1545	430.14	39.25	35.77
20-07-05	41.3392	426.56	39.44	35.58
19-07-05	40.7129	425.41	39.3	35.5
18-07-05	40.3549	421.2	39.07	34.92
15-07-05	40.3649	420.65	39.08	34.88
14-07-05	40.007	419.44	39.09	34.64
13-07-05	39.4602	417.89	38.81	34.06
12-07-05	40.6134	415.71	38.47	33.69
11-07-05	39.7783	416.59	39	33.91
08-07-05	38.5554	410.92	38.48	33.53
07-07-05	37.6805	404.9	37.58	33.06
06-07-05	38.5455	411.8	38.62	33.71
05-07-05	38.3367	410.61	38.57	33.56
04-07-05	38.2671	412.17	38.9	33.76
01-07-05	38.1379	411.35	38.09	33.78
30-06-05	37.601	408.76	37.73	33.58
29-06-05	38.0583	408.56	37.46	33.85
28-06-05	37.8197	406.15	37.11	33.62
27-06-05	37.4618	403.13	36.58	33.51
24-06-05	37.8098	406.83	36.8	33.93
23-06-05	38.108	411.56	37.56	34.15
22-06-05	38.1279	410.8	37.42	34.13
21-06-05	37.5612	409.95	37	34.27
20-06-05	37.0243	408.19	36.39	33.93
17-06-05	37.2132	409.53	36.63	34.01
16-06-05	37.3425	407.42	36.74	34
15-06-05	36.6764	404.6	36.45	33.74
14-06-05	36.8852	407.97	37.25	34.14
13-06-05	36.8354	408.43	37.38	34.01
10-06-05	36.5471	406.7	37.04	33.89
09-06-05	36.1296	404.48	36.76	32.99
08-06-05	36.4477	403.87	36.84	33.2
07-06-05	36.4676	404.45	36.99	33.05
06-06-05	36.0301	398.94	36.38	32.9
03-06-05	36.0997	399.94	36.17	33.08
02-06-05	36.4179	401.46	36.62	33.18
01-06-05	36.4378	401.06	36.01	33.12
31-05-05	35.533	395.5	35.2	32.61
30-05-05	35.4734	397.07	35.13	32.45
27-05-05	35.195	393.99	34.94	32.33
26-05-05	35.3938	393.23	34.81	32.26
25-05-05	34.9564	389.33	34.6	32.01
24-05-05	35.1851	389.88	34.76	32.32
23-05-05	35.4933	390.59	34.8	32.48
20-05-05	35.4833	386.99	34.6	32.58
19-05-05	35.2944	386.85	34.41	32.45
18-05-05	34.5587	383.68	34.29	32.1
17-05-05	34.0815	377.69	33.89	31.45
16-05-05	33.992	378.64	33.71	31.6
13-05-05	33.9423	379.71	33.82	31.82
12-05-05	33.5645	379.17	34.12	31.27
11-05-05	32.968	377.31	33.58	31.08
10-05-05	32.9879	377.57	33.31	30.96
09-05-05	33.3259	380.58	33.55	31.2
06-05-05	33.4352	381.7	33.77	31.5
05-05-05	33.0077	380.72	33.45	31.4
04-05-05	32.8188	377.77	33.3	31.35
03-05-05	32.2223	376.22	33.14	30.56
02-05-05	32.3118	374.36	32.98	30.59
29-04-05	32.0533	370.89	32.7	30.35
28-04-05	31.6954	370.44	32.29	30.22
27-04-05	31.9638	371.59	32.65	30.48
26-04-05	32.2621	375.77	32.89	30.35
25-04-05	32.6896	377.16	33.28	30.55
22-04-05	32.282	375.21	33.23	30.36
21-04-05	33.0574	372.89	33.01	30.37
20-04-05	32.7592	372	33.17	30.2
19-04-05	32.9282	373.75	33.42	30.44
18-04-05	33.0376	373.14	33.11	30.52
15-04-05	34.1809	382.85	33.99	31.21
14-04-05	35.1155	390.51	34.75	32.06
13-04-05	34.9862	391.03	34.55	32.02
12-04-05	35.0558	388.19	34.64	32.18
11-04-05	35.3044	390	34.91	32.49
08-04-05	35.6424	390.38	34.78	32.72
07-04-05	35.5032	389.12	35.09	32.83
06-04-05	35.7915	388.36	35.15	34.59
05-04-05	35.9506	386.89	35.25	34.5
04-04-05	35.9705	385.05	34.96	34.19
01-04-05	36.3582	387.73	35.1	34.36
31-03-05	36.5074	385.3	35.05	34.53
30-03-05	36.398	384.86	35.3	34.47
29-03-05	36.0898	385.11	35.32	34.4
24-03-05	36.4179	384.63	35.48	34.4
23-03-05	36.0401	382.46	35.4	33.96
22-03-05	35.543	383.07	35.43	33.91
21-03-05	35.1851	381.23	34.85	33.73
18-03-05	35.2248	383.78	34.46	33.69
17-03-05	34.8868	382.64	34.06	33.8
16-03-05	35.0061	382.2	34.22	33.87
15-03-05	35.9705	388.38	34.54	34.87
14-03-05	35.7915	386.79	34.6	34.7
11-03-05	35.8909	386.56	34.74	34.68
10-03-05	35.9506	384.84	34.1	34.58
09-03-05	36.1196	387.79	33.1	34.85
08-03-05	36.1693	389.33	33.31	34.86
07-03-05	37.1238	391.94	33.1	34.96
04-03-05	37.1536	391.4	33.1	34.92
03-03-05	37.2729	387.62	33.23	34.96
02-03-05	37.5115	389.17	32.98	35
01-03-05	37.5513	388.37	32.49	35.04
28-02-05	37.1337	385.75	32.35	34.99
25-02-05	36.8951	385.33	32.34	35.16
24-02-05	36.6664	381.62	32.15	34.85
23-02-05	36.9547	381.97	32.23	35.03
22-02-05	37.3325	383.22	32.3	35.39
21-02-05	37.7601	385.75	32.7	35.6
18-02-05	37.6905	386.11	32.62	35.46
17-02-05	37.7998	386.78	32.71	35.48
16-02-05	37.601	386.5	32.65	35.55
15-02-05	38.0086	389.14	32.95	35.74
14-02-05	38.1577	387.83	32.99	35.59
11-02-05	37.1735	387.8	33.2	35.84
10-02-05	36.6664	383.79	33.17	35.69
09-02-05	36.7758	384.95	32.98	36.12
08-02-05	36.9448	386.34	33.2	36.3
07-02-05	37.084	385.72	33.24	36.08
04-02-05	36.2886	383.52	32.87	35.84
03-02-05	36.1992	378.78	32.7	35.58
02-02-05	36.7161	379.82	32.6	35.67
01-02-05	37.1735	378.15	32.77	35.23
31-01-05	36.5968	376.07	32.17	34.88
28-01-05	35.6523	372.29	32.04	34.5
27-01-05	35.6126	373.34	32.32	34.52
26-01-05	35.881	373.29	32.24	34.6
25-01-05	35.8214	374.81	32.88	35
24-01-05	35.3242	371.94	32.56	34.75
21-01-05	35.5728	372.8	32.52	34.91
20-01-05	35.7518	373.13	32.78	34.99
19-01-05	35.7219	375.22	32.98	35.32
18-01-05	35.6623	375.51	33.33	35.25
17-01-05	35.0757	374.98	33.67	34.9
14-01-05	35.1155	373.69	33.83	35
13-01-05	35.195	371.85	33.42	34.72
12-01-05	35.2845	371.41	33.85	34.98
11-01-05	35.7219	375.36	34.12	35.49
10-01-05	35.9705	379.33	34.5	35.83
07-01-05	35.7617	379.89	34.6	35.93
06-01-05	35.6921	378.38	34.71	36.11
05-01-05	34.6581	375.01	34.54	35.92
04-01-05	34.678	377.56	34.42	36.05
03-01-05	33.8528	377.24	33.75	35.68
